,genome_id,Actual,Predicted,Category
583,3300027742_35,Uncultured,Uncultured,TN
584,3300007869_4,Cultured,Uncultured,FN
585,3300007806_4,Cultured,Uncultured,FN
586,3300017395_10,Uncultured,Uncultured,TN
587,3300025709_9,Uncultured,Uncultured,TN
588,3300007854_2,Uncultured,Uncultured,TN
589,3300017788_39,Uncultured,Uncultured,TN
590,3300014610_5,Cultured,Uncultured,FN
591,3300026272_3,Uncultured,Uncultured,TN
592,3300029745_13,Cultured,Uncultured,FN
593,3300027592_31,Uncultured,Uncultured,TN
594,3300025062_7,Cultured,Uncultured,FN
595,3300007339_8,Cultured,Uncultured,FN
596,3300025408_4,Uncultured,Uncultured,TN
597,3300025305_3,Uncultured,Uncultured,TN
598,3300008732_8,Cultured,Uncultured,FN
599,3300010273_7,Uncultured,Uncultured,TN
