,genome_id,Actual,Predicted,Category
3832,3300007853_10,Uncultured,Uncultured,TN
3833,3300021091_83,Uncultured,Uncultured,TN
3834,3300009769_29,Uncultured,Uncultured,TN
3835,3300008420_10,Uncultured,Uncultured,TN
3836,3300029770_21,Uncultured,Uncultured,TN
3837,3300017532_36,Uncultured,Uncultured,TN
3838,3300025740_46,Uncultured,Uncultured,TN
3839,3300027859_9,Cultured,Uncultured,FN
3840,3300029005_10,Uncultured,Uncultured,TN
3841,3300008132_37,Cultured,Uncultured,FN
3842,3300029201_17,Uncultured,Uncultured,TN
3843,3300012684_24,Uncultured,Uncultured,TN
3844,3300020364_55,Uncultured,Uncultured,TN
3845,3300000970_24,Uncultured,Uncultured,TN
3846,3300000256_8,Uncultured,Uncultured,TN
3847,3300020179_54,Uncultured,Uncultured,TN
3848,3300022923_45,Uncultured,Uncultured,TN
3849,3300020423_82,Uncultured,Uncultured,TN
3850,3300009826_143,Uncultured,Uncultured,TN
3851,3300023096_6,Cultured,Uncultured,FN
3852,3300020466_7,Uncultured,Uncultured,TN
3853,3300025503_4,Uncultured,Uncultured,TN
3854,3300027863_147,Uncultured,Uncultured,TN
3855,3300021387_76,Uncultured,Uncultured,TN
3856,3300014887_59,Uncultured,Uncultured,TN
3857,3300008334_3,Uncultured,Uncultured,TN
3858,3300028593_48,Uncultured,Uncultured,TN
3859,3300029473_12,Cultured,Uncultured,FN
3860,3300027706_47,Uncultured,Uncultured,TN
3861,3300000167_28,Uncultured,Uncultured,TN
3862,3300008063_24,Uncultured,Uncultured,TN
3863,3300012838_8,Uncultured,Uncultured,TN
3864,3300021484_6,Uncultured,Uncultured,TN
3865,3300000865_14,Uncultured,Uncultured,TN
3866,3300025579_10,Uncultured,Uncultured,TN
3867,3300020139_16,Uncultured,Uncultured,TN
3868,3300017418_15,Uncultured,Uncultured,TN
3869,3300009770_13,Uncultured,Uncultured,TN
3870,3300029432_15,Cultured,Cultured,TP
3871,3300001683_15,Uncultured,Uncultured,TN
3872,3300013282_1,Uncultured,Uncultured,TN
3873,3300027958_14,Uncultured,Uncultured,TN
3874,3300029873_30,Uncultured,Uncultured,TN
3875,3300021561_72,Uncultured,Uncultured,TN
3876,3300025708_9,Uncultured,Uncultured,TN
3877,3300027204_1,Uncultured,Uncultured,TN
3878,3300027282_19,Uncultured,Uncultured,TN
3879,3300012449_2,Uncultured,Uncultured,TN
3880,3300027850_14,Uncultured,Uncultured,TN
3881,3300020419_15,Uncultured,Uncultured,TN
3882,3300020183_40,Uncultured,Uncultured,TN
3883,3300022660_175,Uncultured,Uncultured,TN
3884,3300021288_6,Uncultured,Uncultured,TN
3885,3300029508_7,Cultured,Cultured,TP
3886,3300011757_6,Cultured,Cultured,TP
3887,3300005298_32,Uncultured,Uncultured,TN
3888,3300025677_49,Uncultured,Uncultured,TN
3889,3300005287_22,Uncultured,Uncultured,TN
3890,3300029203_5,Cultured,Cultured,TP
3891,3300024221_16,Uncultured,Uncultured,TN
3892,3300028174_12,Uncultured,Uncultured,TN
3893,3300017950_48,Uncultured,Uncultured,TN
3894,3300025899_10,Uncultured,Uncultured,TN
3895,3300025891_20,Uncultured,Uncultured,TN
3896,3300026173_7,Uncultured,Uncultured,TN
3897,3300029127_17,Uncultured,Uncultured,TN
3898,3300029570_25,Uncultured,Uncultured,TN
3899,3300021387_82,Uncultured,Uncultured,TN
3900,3300020213_20,Uncultured,Uncultured,TN
3901,3300006255_5,Cultured,Cultured,TP
3902,3300008626_3,Cultured,Cultured,TP
3903,3300025713_9,Uncultured,Uncultured,TN
3904,3300024222_2,Uncultured,Uncultured,TN
3905,3300000838_5,Uncultured,Uncultured,TN
3906,3300021255_61,Uncultured,Uncultured,TN
3907,3300029201_12,Uncultured,Uncultured,TN
3908,3300029376_15,Cultured,Cultured,TP
3909,3300012178_39,Uncultured,Uncultured,TN
3910,3300029593_15,Uncultured,Uncultured,TN
3911,3300025904_35,Uncultured,Uncultured,TN
3912,3300012796_5,Uncultured,Uncultured,TN
3913,3300029712_15,Uncultured,Uncultured,TN
3914,3300012677_8,Uncultured,Uncultured,TN
3915,3300027276_49,Uncultured,Uncultured,TN
3916,3300007043_16,Uncultured,Uncultured,TN
3917,3300029336_29,Uncultured,Uncultured,TN
3918,3300028026_3,Uncultured,Uncultured,TN
3919,3300007142_6,Uncultured,Uncultured,TN
3920,3300008492_1,Cultured,Cultured,TP
3921,3300021400_63,Uncultured,Uncultured,TN
3922,3300026079_36,Uncultured,Uncultured,TN
3923,3300026522_52,Uncultured,Uncultured,TN
3924,3300027668_20,Uncultured,Uncultured,TN
3925,3300029825_40,Uncultured,Uncultured,TN
3926,3300013502_21,Uncultured,Uncultured,TN
3927,3300029786_28,Cultured,Uncultured,FN
3928,3300013005_26,Uncultured,Uncultured,TN
3929,3300029842_25,Uncultured,Uncultured,TN
3930,3300011999_4,Uncultured,Uncultured,TN
3931,3300026212_3,Uncultured,Uncultured,TN
3932,3300014168_20,Uncultured,Uncultured,TN
3933,3300029232_21,Uncultured,Uncultured,TN
3934,3300008060_10,Cultured,Cultured,TP
3935,3300027863_184,Uncultured,Uncultured,TN
3936,3300021255_95,Uncultured,Uncultured,TN
3937,3300012979_21,Uncultured,Uncultured,TN
3938,2025206003_6,Uncultured,Uncultured,TN
3939,3300029127_16,Uncultured,Uncultured,TN
3940,3300025881_22,Uncultured,Uncultured,TN
3941,3300006312_7,Cultured,Cultured,TP
3942,3300025105_45,Uncultured,Uncultured,TN
3943,3300020351_6,Uncultured,Uncultured,TN
3944,3300025080_4,Uncultured,Uncultured,TN
3945,3300027419_13,Uncultured,Uncultured,TN
3946,3300008483_11,Cultured,Uncultured,FN
3947,3300011216_1,Uncultured,Uncultured,TN
3948,3300020394_29,Uncultured,Uncultured,TN
3949,3300028602_89,Uncultured,Uncultured,TN
3950,3300028631_15,Uncultured,Uncultured,TN
3951,3300028603_60,Uncultured,Uncultured,TN
3952,3300009704_19,Uncultured,Uncultured,TN
3953,3300007994_30,Uncultured,Uncultured,TN
3954,3300006056_51,Uncultured,Uncultured,TN
3955,3300000866_4,Uncultured,Uncultured,TN
3956,3300027816_18,Uncultured,Uncultured,TN
3957,3300025654_14,Uncultured,Uncultured,TN
3958,3300008077_14,Uncultured,Uncultured,TN
3959,3300026957_4,Uncultured,Uncultured,TN
3960,3300025576_8,Uncultured,Uncultured,TN
3961,3300007853_14,Cultured,Uncultured,FN
3962,3300017470_31,Uncultured,Uncultured,TN
3963,3300012833_9,Uncultured,Uncultured,TN
3964,3300025261_19,Uncultured,Uncultured,TN
3965,3300007107_20,Uncultured,Uncultured,TN
3966,3300029759_14,Cultured,Cultured,TP
3967,3300025613_26,Uncultured,Uncultured,TN
3968,3300005647_7,Uncultured,Uncultured,TN
3969,3300012521_16,Uncultured,Uncultured,TN
3970,3300029034_4,Cultured,Cultured,TP
3971,3300029481_16,Uncultured,Uncultured,TN
3972,3300008746_8,Cultured,Cultured,TP
3973,3300021400_98,Uncultured,Uncultured,TN
3974,3300029739_27,Uncultured,Uncultured,TN
3975,3300026882_3,Uncultured,Uncultured,TN
3976,3300029418_17,Uncultured,Uncultured,TN
3977,3300027708_30,Uncultured,Uncultured,TN
3978,3300029593_8,Uncultured,Uncultured,TN
3979,3300027592_25,Uncultured,Uncultured,TN
3980,3300021491_5,Uncultured,Uncultured,TN
3981,3300025037_3,Uncultured,Uncultured,TN
3982,3300007220_10,Uncultured,Cultured,FP
3983,3300020202_5,Uncultured,Uncultured,TN
3984,3300029767_13,Cultured,Cultured,TP
3985,3300012821_8,Uncultured,Uncultured,TN
3986,3300025446_17,Uncultured,Uncultured,TN
3987,3300028008_22,Cultured,Cultured,TP
3988,3300029326_17,Uncultured,Uncultured,TN
3989,3300020198_72,Uncultured,Uncultured,TN
3990,3300011828_3,Cultured,Cultured,TP
3991,3300023179_45,Uncultured,Uncultured,TN
3992,3300007346_4,Uncultured,Uncultured,TN
3993,3300020052_43,Uncultured,Uncultured,TN
3994,3300025638_68,Uncultured,Uncultured,TN
3995,3300013137_72,Uncultured,Uncultured,TN
3996,3300020196_49,Uncultured,Uncultured,TN
3997,3300029794_31,Uncultured,Uncultured,TN
3998,3300029343_16,Cultured,Cultured,TP
3999,3300018080_47,Uncultured,Uncultured,TN
4000,3300029934_5,Cultured,Cultured,TP
4001,3300029500_6,Cultured,Cultured,TP
4002,3300000496_4,Uncultured,Uncultured,TN
4003,3300025601_3,Uncultured,Uncultured,TN
4004,3300013123_125,Uncultured,Uncultured,TN
4005,3300001919_12,Uncultured,Uncultured,TN
4006,3300024313_9,Uncultured,Uncultured,TN
4007,3300021468_30,Uncultured,Uncultured,TN
4008,3300021387_56,Cultured,Cultured,TP
4009,3300011986_46,Uncultured,Uncultured,TN
4010,3300025708_39,Uncultured,Uncultured,TN
4011,3300025715_13,Uncultured,Uncultured,TN
4012,3300001095_13,Uncultured,Uncultured,TN
4013,3300014807_9,Cultured,Cultured,TP
4014,3300013126_68,Uncultured,Uncultured,TN
4015,3300029477_14,Uncultured,Uncultured,TN
4016,3300027419_20,Uncultured,Uncultured,TN
4017,3300014791_13,Cultured,Uncultured,FN
4018,3300014696_4,Uncultured,Uncultured,TN
4019,3300027835_99,Uncultured,Uncultured,TN
4020,3300029716_20,Cultured,Cultured,TP
4021,3300025793_3,Uncultured,Uncultured,TN
4022,3300025628_43,Uncultured,Uncultured,TN
4023,3300009503_91,Uncultured,Uncultured,TN
4024,3300020244_3,Uncultured,Uncultured,TN
4025,3300006568_29,Uncultured,Uncultured,TN
4026,3300002450_23,Uncultured,Uncultured,TN
4027,3300028968_8,Uncultured,Uncultured,TN
4028,3300000227_12,Uncultured,Uncultured,TN
4029,3300025438_67,Uncultured,Uncultured,TN
4030,3300029517_8,Cultured,Uncultured,FN
4031,3300017395_7,Uncultured,Uncultured,TN
4032,3300028622_14,Uncultured,Uncultured,TN
4033,3300006525_7,Cultured,Cultured,TP
4034,3300027794_32,Uncultured,Uncultured,TN
4035,3300006000_6,Uncultured,Uncultured,TN
4036,3300020354_16,Uncultured,Uncultured,TN
4037,3300020180_40,Uncultured,Uncultured,TN
4038,3300008364_5,Cultured,Uncultured,FN
4039,3300000167_13,Uncultured,Uncultured,TN
4040,3300029133_16,Uncultured,Uncultured,TN
4041,3300029856_23,Uncultured,Uncultured,TN
4042,3300020733_2,Uncultured,Uncultured,TN
4043,3300007295_7,Uncultured,Uncultured,TN
4044,3300028398_27,Uncultured,Uncultured,TN
4045,3300012507_1,Uncultured,Uncultured,TN
4046,3300029324_6,Cultured,Cultured,TP
4047,3300007108_6,Cultured,Cultured,TP
4048,3300005289_16,Cultured,Uncultured,FN
4049,3300029045_14,Cultured,Cultured,TP
4050,3300007525_5,Uncultured,Uncultured,TN
4051,3300013122_14,Uncultured,Uncultured,TN
4052,3300026093_18,Uncultured,Uncultured,TN
4053,3300008725_23,Uncultured,Uncultured,TN
4054,3300013352_3,Cultured,Cultured,TP
4055,3300009826_98,Uncultured,Uncultured,TN
4056,3300005300_16,Uncultured,Uncultured,TN
4057,3300027965_28,Uncultured,Uncultured,TN
4058,3300002174_45,Uncultured,Uncultured,TN
4059,3300029587_41,Uncultured,Uncultured,TN
4060,3300012197_1,Uncultured,Uncultured,TN
4061,3300020394_10,Uncultured,Uncultured,TN
4062,3300011928_3,Uncultured,Uncultured,TN
4063,3300025737_28,Uncultured,Uncultured,TN
4064,3300013128_49,Uncultured,Uncultured,TN
4065,3300029507_11,Cultured,Cultured,TP
4066,3300009703_58,Uncultured,Uncultured,TN
4067,3300011492_1,Cultured,Cultured,TP
4068,3300023039_3,Uncultured,Uncultured,TN
4069,3300009784_13,Uncultured,Uncultured,TN
4070,3300008133_7,Uncultured,Uncultured,TN
4071,3300027818_23,Uncultured,Uncultured,TN
4072,3300025603_7,Uncultured,Uncultured,TN
4073,3300029410_16,Uncultured,Uncultured,TN
4074,3300014946_5,Cultured,Cultured,TP
4075,3300027777_30,Uncultured,Uncultured,TN
4076,3300025254_3,Cultured,Cultured,TP
4077,3300001970_9,Uncultured,Uncultured,TN
4078,3300029828_20,Uncultured,Uncultured,TN
4079,3300011980_16,Cultured,Uncultured,FN
4080,3300029357_24,Cultured,Cultured,TP
4081,3300029859_14,Cultured,Cultured,TP
4082,3300029720_7,Cultured,Cultured,TP
4083,3300027907_21,Uncultured,Uncultured,TN
4084,3300026198_1,Uncultured,Uncultured,TN
4085,3300029394_8,Cultured,Cultured,TP
4086,3300028568_42,Uncultured,Uncultured,TN
4087,3300021410_5,Cultured,Cultured,TP
4088,3300010277_18,Uncultured,Uncultured,TN
4089,3300027137_9,Uncultured,Uncultured,TN
4090,3300029766_21,Cultured,Cultured,TP
4091,3300014807_13,Uncultured,Uncultured,TN
4092,3300008098_22,Uncultured,Cultured,FP
4093,3300020198_26,Uncultured,Uncultured,TN
4094,3300009770_41,Uncultured,Uncultured,TN
4095,3300020171_16,Uncultured,Uncultured,TN
4096,3300021256_61,Uncultured,Uncultured,TN
4097,3300013101_17,Uncultured,Uncultured,TN
4098,3300006458_16,Uncultured,Uncultured,TN
4099,3300029527_16,Uncultured,Uncultured,TN
4100,3300025722_17,Uncultured,Uncultured,TN
4101,3300005043_11,Uncultured,Uncultured,TN
4102,3300025525_10,Uncultured,Uncultured,TN
4103,3300013152_1,Cultured,Cultured,TP
4104,3300027909_55,Uncultured,Uncultured,TN
4105,3300027782_26,Uncultured,Uncultured,TN
4106,3300010263_20,Uncultured,Uncultured,TN
4107,3300017429_24,Uncultured,Uncultured,TN
4108,3300011977_1,Uncultured,Cultured,FP
4109,3300025626_11,Uncultured,Uncultured,TN
4110,3300000211_9,Uncultured,Uncultured,TN
4111,3300025656_9,Uncultured,Uncultured,TN
4112,3300028576_36,Uncultured,Uncultured,TN
4113,3300025496_5,Uncultured,Uncultured,TN
4114,3300029129_18,Uncultured,Uncultured,TN
4115,3300008275_22,Cultured,Cultured,TP
4116,3300014964_23,Uncultured,Uncultured,TN
4117,3300029340_12,Uncultured,Uncultured,TN
4118,3300028601_47,Uncultured,Uncultured,TN
4119,3300008125_32,Uncultured,Uncultured,TN
4120,3300020317_7,Uncultured,Uncultured,TN
4121,3300005805_32,Uncultured,Uncultured,TN
4122,3300013414_14,Uncultured,Uncultured,TN
4123,3300007919_4,Cultured,Cultured,TP
4124,3300021130_1,Uncultured,Uncultured,TN
4125,3300027607_54,Uncultured,Uncultured,TN
4126,3300020084_19,Uncultured,Uncultured,TN
4127,3300012943_28,Uncultured,Uncultured,TN
4128,3300020190_52,Uncultured,Uncultured,TN
4129,3300029134_17,Cultured,Uncultured,FN
4130,3300011522_4,Cultured,Cultured,TP
4131,3300025161_36,Uncultured,Uncultured,TN
4132,3300024898_1,Uncultured,Uncultured,TN
4133,3300007259_1,Uncultured,Uncultured,TN
4134,3300008096_16,Cultured,Uncultured,FN
4135,3300029603_10,Uncultured,Uncultured,TN
4136,3300025694_13,Uncultured,Uncultured,TN
4137,3300027863_254,Uncultured,Uncultured,TN
4138,3300010265_38,Uncultured,Uncultured,TN
4139,3300028593_63,Uncultured,Uncultured,TN
4140,3300013123_37,Uncultured,Uncultured,TN
4141,3300026893_2,Uncultured,Uncultured,TN
4142,3300021508_12,Uncultured,Uncultured,TN
4143,3300025605_52,Cultured,Uncultured,FN
4144,3300008621_48,Uncultured,Uncultured,TN
4145,2140918017_3,Uncultured,Uncultured,TN
4146,3300011683_2,Cultured,Cultured,TP
4147,3300002481_18,Uncultured,Uncultured,TN
4148,3300025105_41,Uncultured,Uncultured,TN
4149,3300022177_12,Uncultured,Uncultured,TN
4150,3300027211_8,Cultured,Cultured,TP
4151,3300021254_78,Uncultured,Uncultured,TN
4152,3300029538_18,Uncultured,Uncultured,TN
4153,3300017989_46,Uncultured,Uncultured,TN
4154,3300025832_31,Uncultured,Uncultured,TN
4155,3300025855_25,Uncultured,Uncultured,TN
4156,3300027820_30,Uncultured,Uncultured,TN
4157,3300020690_3,Uncultured,Uncultured,TN
4158,3300028625_29,Uncultured,Uncultured,TN
4159,3300020458_9,Uncultured,Uncultured,TN
4160,3300008155_18,Cultured,Uncultured,FN
4161,3300008639_14,Uncultured,Uncultured,TN
4162,3300011956_2,Cultured,Cultured,TP
4163,3300020378_11,Uncultured,Uncultured,TN
4164,3300011762_4,Cultured,Cultured,TP
4165,3300006564_50,Uncultured,Uncultured,TN
4166,3300017532_66,Uncultured,Uncultured,TN
4167,3300027149_5,Uncultured,Uncultured,TN
4168,3300029311_16,Uncultured,Uncultured,TN
4169,3300029316_8,Uncultured,Uncultured,TN
4170,3300015024_24,Uncultured,Uncultured,TN
4171,3300002481_26,Uncultured,Uncultured,TN
4172,3300007066_5,Cultured,Uncultured,FN
4173,3300000324_7,Uncultured,Uncultured,TN
4174,3300029686_16,Uncultured,Uncultured,TN
4175,3300008405_12,Cultured,Uncultured,FN
4176,3300020388_24,Uncultured,Uncultured,TN
4177,3300000171_12,Uncultured,Uncultured,TN
4178,3300020470_20,Uncultured,Uncultured,TN
4179,3300017398_25,Uncultured,Uncultured,TN
4180,3300025488_8,Uncultured,Uncultured,TN
4181,3300014546_9,Uncultured,Uncultured,TN
4182,3300012089_5,Uncultured,Uncultured,TN
4183,3300005460_24,Uncultured,Uncultured,TN
4184,3300029393_24,Uncultured,Uncultured,TN
4185,3300011609_6,Uncultured,Uncultured,TN
4186,3300027316_7,Uncultured,Uncultured,TN
4187,3300027706_92,Uncultured,Uncultured,TN
4188,3300025529_21,Uncultured,Uncultured,TN
4189,3300018430_80,Uncultured,Uncultured,TN
4190,3300020219_24,Uncultured,Uncultured,TN
4191,3300008717_2,Cultured,Uncultured,FN
4192,3300007208_11,Cultured,Cultured,TP
4193,3300002821_20,Uncultured,Uncultured,TN
4194,3300026293_26,Uncultured,Uncultured,TN
4195,3300000234_18,Uncultured,Uncultured,TN
4196,3300029590_38,Cultured,Uncultured,FN
4197,3300027510_44,Uncultured,Uncultured,TN
4198,3300007519_23,Uncultured,Uncultured,TN
4199,3300008271_13,Cultured,Uncultured,FN
4200,3300014158_13,Uncultured,Uncultured,TN
4201,3300029567_27,Uncultured,Uncultured,TN
4202,3300006312_10,Uncultured,Uncultured,TN
4203,3300014601_2,Cultured,Cultured,TP
4204,3300020328_40,Uncultured,Uncultured,TN
4205,3300007065_4,Uncultured,Uncultured,TN
4206,3300005281_27,Uncultured,Uncultured,TN
4207,3300029444_26,Uncultured,Uncultured,TN
4208,3300008541_28,Uncultured,Uncultured,TN
4209,3300020177_44,Uncultured,Uncultured,TN
4210,3300017518_10,Uncultured,Uncultured,TN
4211,3300026132_8,Uncultured,Uncultured,TN
4212,3300006317_5,Uncultured,Cultured,FP
4213,3300025175_2,Uncultured,Uncultured,TN
4214,3300027784_104,Uncultured,Uncultured,TN
4215,3300008091_10,Cultured,Cultured,TP
4216,3300007531_32,Uncultured,Cultured,FP
4217,3300029343_21,Uncultured,Cultured,FP
4218,3300018426_44,Uncultured,Uncultured,TN
4219,3300011794_3,Uncultured,Uncultured,TN
4220,3300028569_33,Uncultured,Uncultured,TN
4221,3300014693_4,Uncultured,Uncultured,TN
4222,3300025986_31,Uncultured,Uncultured,TN
4223,3300012458_1,Cultured,Cultured,TP
4224,3300017463_25,Uncultured,Uncultured,TN
4225,3300029190_8,Uncultured,Uncultured,TN
4226,3300029542_22,Uncultured,Uncultured,TN
4227,3300029784_29,Uncultured,Uncultured,TN
4228,3300006460_13,Cultured,Cultured,TP
4229,3300027917_91,Uncultured,Uncultured,TN
4230,3300029187_12,Uncultured,Uncultured,TN
4231,3300008123_10,Cultured,Cultured,TP
4232,3300025420_11,Uncultured,Uncultured,TN
4233,3300027776_17,Uncultured,Uncultured,TN
4234,3300000576_8,Uncultured,Uncultured,TN
4235,3300029453_3,Uncultured,Uncultured,TN
4236,3300025373_12,Uncultured,Uncultured,TN
4237,3300010054_6,Cultured,Cultured,TP
4238,3300014026_25,Uncultured,Uncultured,TN
4239,3300027930_3,Uncultured,Uncultured,TN
4240,3300025488_2,Uncultured,Uncultured,TN
4241,3300014545_3,Uncultured,Uncultured,TN
4242,3300006479_15,Cultured,Cultured,TP
4243,3300029482_15,Uncultured,Uncultured,TN
4244,3300025858_60,Uncultured,Uncultured,TN
4245,3300007086_1,Uncultured,Cultured,FP
4246,3300025767_49,Uncultured,Uncultured,TN
4247,3300007996_14,Cultured,Cultured,TP
4248,3300027640_25,Uncultured,Uncultured,TN
4249,3300000188_6,Uncultured,Uncultured,TN
4250,3300011578_2,Uncultured,Cultured,FP
4251,3300007502_3,Cultured,Cultured,TP
4252,3300009566_15,Uncultured,Uncultured,TN
4253,3300005407_4,Uncultured,Uncultured,TN
4254,3300024264_18,Uncultured,Uncultured,TN
4255,3300027755_29,Uncultured,Uncultured,TN
4256,3300012889_19,Uncultured,Uncultured,TN
4257,3300027789_20,Uncultured,Uncultured,TN
4258,3300025638_13,Uncultured,Uncultured,TN
4259,3300024931_7,Uncultured,Uncultured,TN
4260,3300007100_18,Uncultured,Uncultured,TN
4261,3300025619_20,Uncultured,Uncultured,TN
4262,3300027688_13,Uncultured,Uncultured,TN
4263,3300025232_4,Uncultured,Uncultured,TN
4264,3300025628_8,Uncultured,Uncultured,TN
4265,3300025869_57,Uncultured,Uncultured,TN
4266,3300028017_2,Uncultured,Uncultured,TN
4267,3300025476_6,Uncultured,Uncultured,TN
4268,3300008640_20,Uncultured,Uncultured,TN
4269,3300024433_17,Uncultured,Uncultured,TN
4270,3300029722_3,Cultured,Cultured,TP
4271,3300010279_12,Uncultured,Uncultured,TN
4272,3300029420_17,Uncultured,Uncultured,TN
4273,3300013383_6,Uncultured,Uncultured,TN
4274,3300006307_2,Cultured,Cultured,TP
4275,3300012000_20,Uncultured,Uncultured,TN
4276,3300029246_29,Uncultured,Uncultured,TN
4277,3300027719_42,Uncultured,Uncultured,TN
4278,3300006498_12,Uncultured,Uncultured,TN
4279,3300008150_37,Cultured,Uncultured,FN
4280,3300028132_7,Uncultured,Uncultured,TN
4281,3300009697_10,Uncultured,Uncultured,TN
4282,3300007079_3,Cultured,Cultured,TP
4283,3300006458_29,Uncultured,Uncultured,TN
4284,3300029073_3,Cultured,Uncultured,FN
4285,3300027190_2,Uncultured,Uncultured,TN
4286,3300022738_2,Uncultured,Uncultured,TN
4287,3300026516_50,Uncultured,Uncultured,TN
4288,3300027790_33,Uncultured,Uncultured,TN
4289,3300009703_53,Uncultured,Uncultured,TN
4290,3300027022_3,Uncultured,Uncultured,TN
4291,3300029304_3,Uncultured,Uncultured,TN
4292,3300017452_13,Uncultured,Uncultured,TN
4293,3300001598_67,Uncultured,Uncultured,TN
4294,3300007368_16,Cultured,Uncultured,FN
4295,3300027850_26,Uncultured,Uncultured,TN
4296,3300025725_30,Uncultured,Uncultured,TN
4297,3300012859_16,Uncultured,Uncultured,TN
4298,3300029203_10,Cultured,Uncultured,FN
4299,3300022821_6,Uncultured,Uncultured,TN
4300,3300025534_25,Uncultured,Uncultured,TN
4301,3300029304_4,Uncultured,Uncultured,TN
4302,3300008620_14,Cultured,Cultured,TP
4303,3300029095_12,Cultured,Cultured,TP
4304,3300008345_14,Uncultured,Uncultured,TN
4305,3300027835_135,Uncultured,Uncultured,TN
4306,3300014204_39,Uncultured,Uncultured,TN
4307,3300008059_4,Cultured,Cultured,TP
4308,3300025892_17,Uncultured,Uncultured,TN
4309,3300022401_8,Uncultured,Uncultured,TN
4310,2013843002_3,Cultured,Cultured,TP
4311,3300027777_45,Uncultured,Uncultured,TN
4312,3300000354_2,Uncultured,Uncultured,TN
4313,3300008260_6,Uncultured,Uncultured,TN
4314,3300029620_29,Cultured,Cultured,TP
4315,3300008129_16,Uncultured,Uncultured,TN
4316,3300025682_50,Uncultured,Uncultured,TN
4317,3300012849_8,Uncultured,Uncultured,TN
4318,3300014206_98,Uncultured,Uncultured,TN
4319,3300029623_45,Cultured,Cultured,TP
4320,3300029105_15,Uncultured,Uncultured,TN
4321,3300013136_183,Uncultured,Uncultured,TN
4322,3300022888_19,Uncultured,Uncultured,TN
4323,3300017477_14,Uncultured,Uncultured,TN
4324,3300027819_98,Uncultured,Uncultured,TN
4325,3300029372_19,Cultured,Cultured,TP
4326,3300020330_4,Uncultured,Uncultured,TN
4327,3300025669_33,Uncultured,Uncultured,TN
4328,3300025631_26,Uncultured,Uncultured,TN
4329,3300026292_14,Uncultured,Uncultured,TN
4330,3300025373_5,Uncultured,Uncultured,TN
4331,3300029707_23,Cultured,Cultured,TP
4332,3300029823_8,Uncultured,Uncultured,TN
4333,3300027796_71,Uncultured,Uncultured,TN
4334,3300025094_8,Uncultured,Uncultured,TN
4335,3300026290_53,Uncultured,Uncultured,TN
4336,3300013166_1,Cultured,Cultured,TP
4337,3300011826_4,Cultured,Uncultured,FN
4338,3300027793_26,Uncultured,Uncultured,TN
4339,3300025620_23,Uncultured,Uncultured,TN
4340,3300028557_26,Uncultured,Uncultured,TN
4341,3300029363_6,Cultured,Cultured,TP
4342,2084038021_1,Uncultured,Uncultured,TN
4343,3300006464_51,Uncultured,Uncultured,TN
4344,3300018475_201,Uncultured,Uncultured,TN
4345,3300025890_28,Uncultured,Uncultured,TN
4346,3300002055_7,Uncultured,Uncultured,TN
4347,3300017957_38,Uncultured,Uncultured,TN
4348,3300029508_17,Uncultured,Uncultured,TN
4349,3300025343_10,Uncultured,Uncultured,TN
4350,3300007297_17,Uncultured,Uncultured,TN
4351,3300024054_91,Uncultured,Uncultured,TN
4352,3300007210_10,Uncultured,Uncultured,TN
4353,3300007104_1,Cultured,Cultured,TP
4354,3300025855_42,Uncultured,Uncultured,TN
4355,3300029346_24,Uncultured,Uncultured,TN
4356,3300020476_19,Uncultured,Uncultured,TN
4357,3300011619_4,Uncultured,Cultured,FP
4358,3300027962_26,Uncultured,Uncultured,TN
4359,3300011932_2,Uncultured,Uncultured,TN
4360,3300029554_30,Uncultured,Cultured,FP
4361,3300025615_11,Uncultured,Uncultured,TN
4362,3300008537_28,Uncultured,Uncultured,TN
4363,3300020215_26,Uncultured,Uncultured,TN
4364,3300013213_1,Cultured,Cultured,TP
4365,3300027844_69,Uncultured,Uncultured,TN
4366,3300007096_13,Uncultured,Uncultured,TN
4367,3300012942_43,Uncultured,Uncultured,TN
4368,3300014642_2,Cultured,Cultured,TP
4369,3300025360_11,Uncultured,Uncultured,TN
4370,3300005286_56,Uncultured,Uncultured,TN
4371,3300017452_18,Uncultured,Uncultured,TN
4372,3300007316_10,Uncultured,Uncultured,TN
4373,3300012841_7,Uncultured,Uncultured,TN
4374,3300028582_22,Uncultured,Uncultured,TN
4375,3300020375_5,Uncultured,Uncultured,TN
4376,3300025784_109,Uncultured,Uncultured,TN
4377,3300027819_162,Uncultured,Uncultured,TN
4378,3300029386_17,Cultured,Cultured,TP
4379,3300006259_5,Cultured,Cultured,TP
4380,3300029371_9,Uncultured,Uncultured,TN
4381,3300013414_24,Cultured,Uncultured,FN
4382,3300025218_5,Uncultured,Uncultured,TN
4383,3300027499_15,Uncultured,Uncultured,TN
4384,3300025705_65,Uncultured,Uncultured,TN
4385,3300020427_11,Uncultured,Uncultured,TN
4386,3300028958_7,Uncultured,Uncultured,TN
4387,3300029783_15,Cultured,Cultured,TP
4388,3300025103_8,Uncultured,Uncultured,TN
4389,3300029623_28,Uncultured,Uncultured,TN
4390,3300011978_6,Uncultured,Uncultured,TN
4391,3300015024_11,Uncultured,Uncultured,TN
4392,3300025648_2,Uncultured,Uncultured,TN
4393,3300020426_13,Uncultured,Uncultured,TN
4394,3300005672_2,Uncultured,Uncultured,TN
4395,3300009769_65,Uncultured,Uncultured,TN
4396,3300028299_12,Uncultured,Uncultured,TN
4397,3300015198_8,Uncultured,Uncultured,TN
